unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,id,x_center,y_center,intplon10,intplat10
412504,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Annual Average 2016,12/31/2015,25.93,308,-74.00245888730065,40.7280474016599,-74.00245888730065,40.7280474016599
412501,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2016,12/31/2015,30.14,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
602774,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2018,1/1/2018,28.69,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
740966,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2021,6/1/2021,20.19,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
176071,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2013,6/1/2013,33.89,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
176002,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2011,6/1/2011,13.93,502,-74.0834983618738,40.60784823222152,-74.0834983618738,40.60784823222152
175960,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2010,6/1/2010,13.73,502,-74.0834983618738,40.60784823222152,-74.0834983618738,40.60784823222152
412545,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2016,6/1/2016,10.91,502,-74.0834983618738,40.60784823222152,-74.0834983618738,40.60784823222152
176706,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Annual Average 2013,12/1/2012,21.89,402,-73.87562405459656,40.74471394586257,-73.87562405459656,40.74471394586257
175908,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Summer 2009,6/1/2009,21.66,402,-73.87562405459656,40.74471394586257,-73.87562405459656,40.74471394586257
175362,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Winter 2010-11,12/1/2010,31.99,402,-73.87562405459656,40.74471394586257,-73.87562405459656,40.74471394586257
549848,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Annual Average 2017,1/1/2017,20.56,402,-73.87562405459656,40.74471394586257,-73.87562405459656,40.74471394586257
151652,643,Annual vehicle miles traveled,million miles,per km2,UHF42,402,West Queens,2005,1/1/2005,40.8,402,-73.87562405459656,40.74471394586257,-73.87562405459656,40.74471394586257
325227,643,Annual vehicle miles traveled,million miles,per km2,UHF42,402,West Queens,2016,1/1/2016,44.4,402,-73.87562405459656,40.74471394586257,-73.87562405459656,40.74471394586257
325216,643,Annual vehicle miles traveled,million miles,per km2,UHF42,301,Washington Heights,2016,1/1/2016,46.9,301,-73.93744881682433,40.8474482359553,-73.93744881682433,40.8474482359553
325312,644,Annual vehicle miles travelled (cars),million miles,per km2,UHF42,201,Greenpoint,2016,1/1/2016,25.9,201,-73.94568745897314,40.71834411437869,-73.94568745897314,40.71834411437869
325323,644,Annual vehicle miles travelled (cars),million miles,per km2,UHF42,301,Washington Heights,2016,1/1/2016,44.1,301,-73.93744881682433,40.8474482359553,-73.93744881682433,40.8474482359553
151726,645,Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,201,Greenpoint,2005,1/1/2005,2,201,-73.94568745897314,40.71834411437869,-73.94568745897314,40.71834411437869
151401,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,301,Washington Heights,2009-2011,1/1/2009,3.2,301,-73.93744881682433,40.8474482359553,-73.93744881682433,40.8474482359553
518734,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,501,Port Richmond,2012-2014,1/2/2012,5,501,-74.1453175538666,40.628811593366265,-74.1453175538666,40.628811593366265
130825,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,501,Port Richmond,2005-2007,1/1/2005,106.9,501,-74.1453175538666,40.628811593366265,-74.1453175538666,40.628811593366265
131439,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2009-2011,1/1/2009,79.4,401,-73.92761452976822,40.75966200658507,-73.92761452976822,40.75966200658507
130815,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2005-2007,1/1/2005,71.2,401,-73.92761452976822,40.75966200658507,-73.92761452976822,40.75966200658507
130435,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,501,Port Richmond,2013,1/1/2013,0,501,-74.1453175538666,40.628811593366265,-74.1453175538666,40.628811593366265
334067,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Summer 2015,6/1/2015,9.08,501,-74.1453175538666,40.628811593366265,-74.1453175538666,40.628811593366265
334037,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Summer 2015,6/1/2015,10.46,401,-73.92761452976822,40.75966200658507,-73.92761452976822,40.75966200658507
649748,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Summer 2019,6/1/2019,9.28,401,-73.92761452976822,40.75966200658507,-73.92761452976822,40.75966200658507
131532,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,308,Greenwich Village - SoHo,2009-2011,1/1/2009,5.4,308,-74.00245888730065,40.7280474016599,-74.00245888730065,40.7280474016599
130918,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,408,Jamaica,2005-2007,1/1/2005,17.9,408,-73.77862966359811,40.69321066703767,-73.77862966359811,40.69321066703767
130917,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,407,Southwest Queens,2005-2007,1/1/2005,13.4,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
518816,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,307,Gramercy Park - Murray Hill,2012-2014,1/2/2012,8.89,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
518817,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,308,Greenwich Village - SoHo,2012-2014,1/2/2012,5.28,308,-74.00245888730065,40.7280474016599,-74.00245888730065,40.7280474016599
628557,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,307,Gramercy Park - Murray Hill,2015-2017,1/1/2015,6.9,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
518805,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2012-2014,1/2/2012,10.56,207,-73.94349018716304,40.64185672186541,-73.94349018716304,40.64185672186541
628546,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2015-2017,1/1/2015,9.7,207,-73.94349018716304,40.64185672186541,-73.94349018716304,40.64185672186541
628615,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,407,Southwest Queens,2015-2017,1/1/2015,18.5,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
628605,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,307,Gramercy Park - Murray Hill,2015-2017,1/1/2015,12,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
518865,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,308,Greenwich Village - SoHo,2012-2014,1/2/2012,7.29,308,-74.00245888730065,40.7280474016599,-74.00245888730065,40.7280474016599
131399,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,409,Southeast Queens,2009-2011,1/1/2009,27.4,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
131327,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,206,Borough Park,2005-2007,1/1/2005,3.3,206,-73.9816705701337,40.632794524067094,-73.9816705701337,40.632794524067094
131351,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,409,Southeast Queens,2005-2007,1/1/2005,4.8,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
131320,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2005-2007,1/1/2005,18.5,106,-73.91651340285628,40.8270721082092,-73.91651340285628,40.8270721082092
518924,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,409,Southeast Queens,2012-2014,1/2/2012,53.85,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
628473,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,409,Southeast Queens,2015-2017,1/1/2015,39.5,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
518925,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2012-2014,1/2/2012,57.9,410,-73.84586402181657,40.578051165187304,-73.84586402181657,40.578051165187304
628474,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2015-2017,1/1/2015,55,410,-73.84586402181657,40.578051165187304,-73.84586402181657,40.578051165187304
518915,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,310,Lower Manhattan,2012-2014,1/2/2012,52.25,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
628464,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,310,Lower Manhattan,2015-2017,1/1/2015,35.4,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
643436,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2019,6/1/2019,11.42,502,-74.0834983618738,40.60784823222152,-74.0834983618738,40.60784823222152
667292,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Winter 2019-20,12/1/2019,20.53,502,-74.0834983618738,40.60784823222152,-74.0834983618738,40.60784823222152
670950,386,Ozone (O3),Mean,ppb,UHF42,402,West Queens,Summer 2020,6/1/2020,30.94,402,-73.87562405459656,40.74471394586257,-73.87562405459656,40.74471394586257
175414,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Winter 2011-12,12/1/2011,19,502,-74.0834983618738,40.60784823222152,-74.0834983618738,40.60784823222152
212581,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Annual Average 2014,12/1/2013,15.53,502,-74.0834983618738,40.60784823222152,-74.0834983618738,40.60784823222152
549877,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2017,6/1/2017,10.3,502,-74.0834983618738,40.60784823222152,-74.0834983618738,40.60784823222152
605735,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2018,1/1/2018,10.3,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
325235,643,Annual vehicle miles traveled,million miles,per km2,UHF42,410,Rockaways,2016,1/1/2016,6.7,410,-73.84586402181657,40.578051165187304,-73.84586402181657,40.578051165187304
151659,643,Annual vehicle miles traveled,million miles,per km2,UHF42,409,Southeast Queens,2005,1/1/2005,26.4,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
151650,643,Annual vehicle miles traveled,million miles,per km2,UHF42,310,Lower Manhattan,2005,1/1/2005,39.8,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
122035,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,2-Year Summer Average 2009-2010,6/1/2009,30.47,410,-73.84586402181657,40.578051165187304,-73.84586402181657,40.578051165187304
122034,386,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,2-Year Summer Average 2009-2010,6/1/2009,28.65,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
222560,386,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2012,6/1/2012,28.41,309,-73.98233287404096,40.7243103612541,-73.98233287404096,40.7243103612541
743690,386,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,Summer 2021,6/1/2021,31.45,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
743689,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2021,6/1/2021,34.81,410,-73.84586402181657,40.578051165187304,-73.84586402181657,40.578051165187304
743700,386,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2021,6/1/2021,28.29,309,-73.98233287404096,40.7243103612541,-73.98233287404096,40.7243103612541
222567,386,Ozone (O3),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2013,6/1/2013,24.26,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
412507,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2016,12/31/2015,24.49,309,-73.98233287404096,40.7243103612541,-73.98233287404096,40.7243103612541
602780,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2018,1/1/2018,22.94,309,-73.98233287404096,40.7243103612541,-73.98233287404096,40.7243103612541
412537,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2016,12/31/2015,16.16,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
602810,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2018,1/1/2018,16.21,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
176672,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Annual Average 2012,12/1/2011,13.12,410,-73.84586402181657,40.578051165187304,-73.84586402181657,40.578051165187304
176661,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2012,12/1/2011,28.23,309,-73.98233287404096,40.7243103612541,-73.98233287404096,40.7243103612541
176662,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2012,12/1/2011,31.07,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
176650,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2012,12/1/2011,19.27,209,-74.01297834365946,40.60924532364142,-74.01297834365946,40.60924532364142
518962,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2012-2014,1/2/2012,36.21,309,-73.98233287404096,40.7243103612541,-73.98233287404096,40.7243103612541
628511,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2015-2017,1/1/2015,31.6,309,-73.98233287404096,40.7243103612541,-73.98233287404096,40.7243103612541
518972,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,409,Southeast Queens,2012-2014,1/2/2012,21.89,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
628521,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,409,Southeast Queens,2015-2017,1/1/2015,17.9,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
518973,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,410,Rockaways,2012-2014,1/2/2012,42.29,410,-73.84586402181657,40.578051165187304,-73.84586402181657,40.578051165187304
518963,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,310,Lower Manhattan,2012-2014,1/2/2012,24.14,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
628512,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,310,Lower Manhattan,2015-2017,1/1/2015,19.2,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
518951,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2012-2014,1/2/2012,10.41,209,-74.01297834365946,40.60924532364142,-74.01297834365946,40.60924532364142
176074,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2013,6/1/2013,27.85,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
412510,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2016,12/31/2015,26.15,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
602783,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2018,1/1/2018,25.15,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
740975,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2021,6/1/2021,17.85,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
176031,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2012,6/1/2012,25.28,309,-73.98233287404096,40.7243103612541,-73.98233287404096,40.7243103612541
176032,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2012,6/1/2012,29.32,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
740972,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2021,6/1/2021,15.71,309,-73.98233287404096,40.7243103612541,-73.98233287404096,40.7243103612541
742235,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Summer 2021,6/1/2021,10.07,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
179776,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,407,Southwest Queens,2015,1/1/2015,0.5,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
179774,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,408,Jamaica,2015,1/1/2015,0.4,408,-73.77862966359811,40.69321066703767,-73.77862966359811,40.69321066703767
605738,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2018,1/1/2018,8.79,308,-74.00245888730065,40.7280474016599,-74.00245888730065,40.7280474016599
177919,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Summer 2012,6/1/2012,13.98,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
177961,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Summer 2013,6/1/2013,14.14,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
742205,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Summer 2021,6/1/2021,7.99,208,-73.92639017652468,40.61705613411681,-73.92639017652468,40.61705613411681
177950,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Summer 2013,6/1/2013,10.17,207,-73.94349018716304,40.64185672186541,-73.94349018716304,40.64185672186541
177908,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Summer 2012,6/1/2012,10.28,207,-73.94349018716304,40.64185672186541,-73.94349018716304,40.64185672186541
178549,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2012,12/1/2011,13.23,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
179759,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,307,Gramercy Park - Murray Hill,2015,1/1/2015,256.2,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
179855,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,307,Gramercy Park - Murray Hill,2015,1/1/2015,5.5,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
179742,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,207,East Flatbush - Flatbush,2015,1/1/2015,33.2,207,-73.94349018716304,40.64185672186541,-73.94349018716304,40.64185672186541
179838,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,207,East Flatbush - Flatbush,2015,1/1/2015,0.2,207,-73.94349018716304,40.64185672186541,-73.94349018716304,40.64185672186541
179745,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,107,Hunts Point - Mott Haven,2015,1/1/2015,35.5,107,-73.89868389369903,40.81602264086559,-73.89868389369903,40.81602264086559
179841,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,107,Hunts Point - Mott Haven,2015,1/1/2015,0.3,107,-73.89868389369903,40.81602264086559,-73.89868389369903,40.81602264086559
742236,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2021,1/1/2021,8.15,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
177247,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Winter 2010-11,12/1/2010,16.19,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
177793,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Summer 2009,6/1/2009,15.05,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
178591,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2013,12/1/2012,13.2,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
547444,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2017,1/1/2017,9.02,308,-74.00245888730065,40.7280474016599,-74.00245888730065,40.7280474016599
130432,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,408,Jamaica,2013,1/1/2013,0.5,408,-73.77862966359811,40.69321066703767,-73.77862966359811,40.69321066703767
130431,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,407,Southwest Queens,2013,1/1/2013,0.8,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
176712,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Annual Average 2013,12/1/2012,18.96,408,-73.77862966359811,40.69321066703767,-73.77862966359811,40.69321066703767
336597,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Winter 2014-15,12/1/2014,23.94,408,-73.77862966359811,40.69321066703767,-73.77862966359811,40.69321066703767
549866,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Annual Average 2017,1/1/2017,17.69,408,-73.77862966359811,40.69321066703767,-73.77862966359811,40.69321066703767
741000,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Annual Average 2021,1/1/2021,15.3,408,-73.77862966359811,40.69321066703767,-73.77862966359811,40.69321066703767
222487,386,Ozone (O3),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2011,6/1/2011,35.91,208,-73.92639017652468,40.61705613411681,-73.92639017652468,40.61705613411681
412008,386,Ozone (O3),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2016,6/1/2016,35.79,208,-73.92639017652468,40.61705613411681,-73.92639017652468,40.61705613411681
175945,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2010,6/1/2010,38,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
740968,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2020-21,12/1/2020,25.42,308,-74.00245888730065,40.7280474016599,-74.00245888730065,40.7280474016599
412529,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2015-16,12/1/2015,22.91,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
740995,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2020-21,12/1/2020,21.29,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
175955,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Summer 2010,6/1/2010,17.74,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
175998,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Summer 2011,6/1/2011,17.25,408,-73.77862966359811,40.69321066703767,-73.77862966359811,40.69321066703767
412530,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Summer 2016,6/1/2016,12.77,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
176702,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Annual Average 2013,12/1/2012,29.19,308,-74.00245888730065,40.7280474016599,-74.00245888730065,40.7280474016599
175358,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2010-11,12/1/2010,36.82,308,-74.00245888730065,40.7280474016599,-74.00245888730065,40.7280474016599
175904,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2009,6/1/2009,31.61,308,-74.00245888730065,40.7280474016599,-74.00245888730065,40.7280474016599
336567,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2014-15,12/1/2014,30.19,308,-74.00245888730065,40.7280474016599,-74.00245888730065,40.7280474016599
628560,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,310,Lower Manhattan,2015-2017,1/1/2015,6.6,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
518818,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2012-2014,1/2/2012,11.96,309,-73.98233287404096,40.7243103612541,-73.98233287404096,40.7243103612541
628559,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2015-2017,1/1/2015,10.7,309,-73.98233287404096,40.7243103612541,-73.98233287404096,40.7243103612541
518808,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,210,Coney Island - Sheepshead Bay,2012-2014,1/2/2012,13.69,210,-73.95831164702926,40.593334564339514,-73.95831164702926,40.593334564339514
628549,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,210,Coney Island - Sheepshead Bay,2015-2017,1/1/2015,14.7,210,-73.95831164702926,40.593334564339514,-73.95831164702926,40.593334564339514
